"INCIDENT_KEY","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","New Georeferenced Column"
"305163494","04/22/2025","22:27:00","MANHATTAN","OUTSIDE","28","0","STREET","(null)","N","25-44","M","BLACK","18-24","M","BLACK","997,853","230,889","40.800413","-73.950866","POINT (-73.950866 40.800413)"
"311991746","08/27/2025","08:30:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","25-44","M","BLACK","45-64","M","BLACK","1,009,087","244,634","40.838114","-73.91024","POINT (-73.91024 40.838114)"
"298909832","01/04/2025","14:56:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","25-44","M","BLACK","25-44","F","BLACK","1,016,521","248,056","40.847483","-73.883357","POINT (-73.883357 40.847483)"
"310820656","08/06/2025","14:00:00","MANHATTAN","OUTSIDE","6","0","STREET","(null)","N","25-44","M","ASIAN / PACIFIC ISLANDER","18-24","M","WHITE HISPANIC","981,302","205,042","40.729478","-74.010637","POINT (-74.010637 40.729478)"
"307066944","05/26/2025","22:57:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,008,463","187,332","40.680837","-73.912703","POINT (-73.912703 40.680837)"
"307442124","06/02/2025","21:55:00","BROOKLYN","INSIDE","83","0","DWELLING","MULTI DWELL - APT BUILD","Y","(null)","(null)","(null)","25-44","M","BLACK","1,007,689","191,193","40.691437","-73.915478","POINT (-73.915478 40.691437)"
"309359260","07/09/2025","20:08:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,004,426","187,538","40.681412","-73.927258","POINT (-73.927258 40.681412)"
"305036739","04/20/2025","06:35:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1,006,490","244,533","0","0","POINT (0 0)"
"306613733","05/18/2025","03:54:00","QUEENS","OUTSIDE","110","0","STREET","(null)","N","25-44","M","BLACK","18-24","F","BLACK","1,016,250","208,615","40.739229","-73.884526","POINT (-73.884526 40.739229)"
"310624849","08/03/2025","06:02:00","BROOKLYN","INSIDE","73","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK","1,010,830","181,517","40.664869","-73.904191","POINT (-73.904191 40.664869)"
"305252462","04/23/2025","16:54:00","BRONX","OUTSIDE","50","0","STREET","(null)","N","18-24","M","BLACK","25-44","F","WHITE HISPANIC","1,011,704","255,784","40.868709","-73.900738","POINT (-73.900738 40.868709)"
"310357834","07/28/2025","18:28:00","MANHATTAN","INSIDE","18","0","COMMERCIAL","(null)","Y","25-44","M","BLACK","25-44","M","BLACK","991,647","215,481","40.758128","-73.973298","POINT (-73.973298 40.758128)"
"306153155","05/09/2025","15:36:00","BROOKLYN","OUTSIDE","60","0","STREET","(null)","N","18-24","F","BLACK","25-44","M","BLACK","983,502","149,473","40.576955","-74.002693","POINT (-74.002693 40.576955)"
"298909833","01/04/2025","16:50:00","MANHATTAN","OUTSIDE","28","0","STREET","(null)","N","18-24","M","BLACK","25-44","M","BLACK","997,365","231,723","40.802702","-73.95263","POINT (-73.95263 40.802702)"
"307442124","06/02/2025","21:55:00","BROOKLYN","INSIDE","83","0","DWELLING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","25-44","M","BLACK","1,007,689","191,193","40.691437","-73.915478","POINT (-73.915478 40.691437)"
"307729596","06/08/2025","05:20:00","BRONX","INSIDE","42","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK HISPANIC","<18","F","WHITE HISPANIC","1,010,250","238,635","40.821644","-73.906059","POINT (-73.906059 40.821644)"
"305570691","04/29/2025","22:03:00","BROOKLYN","OUTSIDE","79","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","BLACK","25-44","M","BLACK","999,134","190,013","40.688215","-73.946331","POINT (-73.946331 40.688215)"
"309492261","07/12/2025","08:12:00","QUEENS","OUTSIDE","103","0","STREET","(null)","Y","18-24","M","BLACK","25-44","M","BLACK","1,040,115","190,439","40.689221","-73.798557","POINT (-73.798557 40.689221)"
"313716449","09/30/2025","17:56:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,013,404","251,800","40.85777","-73.894607","POINT (-73.894607 40.85777)"
"311113697","08/12/2025","19:26:00","BRONX","OUTSIDE","45","0","STREET","(null)","Y","25-44","M","BLACK","18-24","M","BLACK","1,031,996","258,604","40.876363","-73.82735","POINT (-73.82735 40.876363)"
"311327863","08/17/2025","03:27:00","BROOKLYN","OUTSIDE","71","0","COMMERCIAL","BAR/NIGHT CLUB","N","18-24","M","BLACK","45-64","M","BLACK","995,600","182,496","40.66759","-73.959087","POINT (-73.959087 40.66759)"
"312520592","09/07/2025","19:55:00","QUEENS","OUTSIDE","113","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","M","BLACK","1,047,030","184,441","40.672712","-73.773677","POINT (-73.773677 40.672712)"
"310937083","08/09/2025","01:19:00","MANHATTAN","OUTSIDE","14","0","STREET","(null)","N","<18","M","BLACK","18-24","M","BLACK","987,965","215,284","40.75759","-73.98659","POINT (-73.98659 40.75759)"
"301256132","02/17/2025","18:20:00","BRONX","OUTSIDE","48","0","STREET","(null)","Y","45-64","M","BLACK","45-64","M","WHITE HISPANIC","1,016,327","250,445","40.854039","-73.884046","POINT (-73.884046 40.854039)"
"313226418","09/20/2025","00:54:00","BROOKLYN","OUTSIDE","61","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","25-44","F","BLACK","1,000,565","156,826","40.597121","-73.941251","POINT (-73.941251 40.597121)"
"308833788","06/29/2025","01:00:00","QUEENS","OUTSIDE","106","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","M","ASIAN / PACIFIC ISLANDER","1,028,949","184,797","40.6738","-73.838858","POINT (-73.838858 40.6738)"
"310966076","08/10/2025","01:26:00","BROOKLYN","OUTSIDE","83","0","STREET","(null)","N","45-64","M","BLACK","25-44","M","BLACK","1,002,447","193,759","40.698491","-73.934375","POINT (-73.934375 40.698491)"
"308717968","06/26/2025","22:40:00","BROOKLYN","OUTSIDE","69","0","STREET","(null)","N","18-24","M","BLACK","18-24","M","BLACK","1,012,575","171,356","40.636975","-73.897943","POINT (-73.897943 40.636975)"
"309147862","07/05/2025","18:25:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","25-44","M","BLACK","45-64","M","BLACK","1,006,682","243,781","40.835778","-73.918935","POINT (-73.918935 40.835778)"
"312151470","08/31/2025","06:50:00","BRONX","OUTSIDE","50","0","STREET","HOSPITAL","N","(null)","(null)","(null)","<18","F","BLACK HISPANIC","1,017,517","263,983","40.891194","-73.879678","POINT (-73.879678 40.891194)"
"305163492","04/22/2025","22:31:00","BRONX","OUTSIDE","40","0","STREET","(null)","Y","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1,008,227","232,203","40.803995","-73.913394","POINT (-73.913394 40.803995)"
"309415106","07/10/2025","15:38:00","QUEENS","INSIDE","101","0","STREET","(null)","N","(null)","(null)","(null)","<18","M","BLACK","1,052,496","160,256","40.60629","-73.754219","POINT (-73.754219 40.60629)"
"312259913","09/02/2025","19:35:00","STATEN ISLAND","OUTSIDE","120","0","STREET","(null)","N","18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","949,766","170,539","40.634709","-74.124241","POINT (-74.124241 40.634709)"
"299329906","01/12/2025","23:00:00","BRONX","INSIDE","43","0","DWELLING","MULTI DWELL - APT BUILD","N","25-44","M","BLACK","25-44","M","BLACK HISPANIC","1,018,624","241,852","40.830446","-73.875789","POINT (-73.875789 40.830446)"
"310305490","07/27/2025","22:20:00","BRONX","OUTSIDE","40","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","45-64","M","BLACK HISPANIC","1,005,407","235,915","40.814191","-73.923568","POINT (-73.923568 40.814191)"
"313049936","09/17/2025","02:19:00","BRONX","OUTSIDE","43","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","<18","M","BLACK HISPANIC","1,018,790","240,921","40.82789","-73.875192","POINT (-73.875192 40.82789)"
"304555922","04/10/2025","20:15:00","BROOKLYN","OUTSIDE","73","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","BLACK","18-24","M","BLACK","1,010,830","181,517","40.664869","-73.904191","POINT (-73.904191 40.664869)"
"306522955","05/15/2025","13:02:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","25-44","M","BLACK","45-64","M","BLACK","1,010,882","247,996","40.8473266","-73.90374022","POINT (-73.90374022 40.8473266)"
"305404407","04/27/2025","01:48:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","N","25-44","M","BLACK","45-64","M","BLACK","1,022,363","184,334","40.67254891","-73.86260381","POINT (-73.86260381 40.67254891)"
"310966078","08/10/2025","01:29:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","65+","M","BLACK","25-44","M","BLACK","1,004,491","172,083","40.638991","-73.927068","POINT (-73.927068 40.638991)"
"305637547","04/30/2025","22:00:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","1,008,608","178,434","40.656413","-73.912211","POINT (-73.912211 40.656413)"
"308064914","06/14/2025","01:58:00","BRONX","OUTSIDE","47","0","STREET","(null)","Y","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1,029,564","259,061","40.877631","-73.836141","POINT (-73.836141 40.877631)"
"311327863","08/17/2025","03:27:00","BROOKLYN","OUTSIDE","71","0","COMMERCIAL","BAR/NIGHT CLUB","N","25-44","M","BLACK","45-64","M","BLACK","995,600","182,496","40.66759","-73.959087","POINT (-73.959087 40.66759)"
"307945955","06/11/2025","21:09:00","QUEENS","INSIDE","109","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","45-64","M","BLACK","25-44","M","BLACK","1,031,019","218,351","40.765885","-73.831162","POINT (-73.831162 40.765885)"
"304361735","04/07/2025","23:44:00","MANHATTAN","OUTSIDE","34","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","1,003,970","251,215","40.85617993","-73.92871375","POINT (-73.92871375 40.85617993)"
"309067485","07/03/2025","21:33:00","BROOKLYN","OUTSIDE","79","0","STREET","(null)","N","(null)","(null)","(null)","45-64","M","BLACK","999,448","190,608","40.68983861","-73.94519749","POINT (-73.94519749 40.68983861)"
"311296881","08/16/2025","00:44:00","QUEENS","OUTSIDE","100","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","25-44","M","BLACK","1,037,496","154,255","40.589919","-73.808287","POINT (-73.808287 40.589919)"
"305412876","04/27/2025","06:31:00","QUEENS","OUTSIDE","108","0","STREET","(null)","N","25-44","M","BLACK","UNKNOWN","M","UNKNOWN","996,424","210,017","0","0","POINT (0 0)"
"306837529","05/21/2025","17:50:00","BRONX","OUTSIDE","52","0","STREET","(null)","Y","<18","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1,018,634","259,808","40.879731","-73.875662","POINT (-73.875662 40.879731)"
"311327863","08/17/2025","03:27:00","BROOKLYN","OUTSIDE","71","0","COMMERCIAL","BAR/NIGHT CLUB","Y","18-24","M","BLACK","25-44","F","BLACK","995,600","182,496","40.66759","-73.959087","POINT (-73.959087 40.66759)"
"308965098","07/02/2025","02:50:00","MANHATTAN","OUTSIDE","32","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","997,329","233,660","40.808017","-73.952753","POINT (-73.952753 40.808017)"
"308800539","06/29/2025","02:58:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","Y","(null)","(null)","(null)","25-44","M","BLACK","1,010,272","180,242","40.66137","-73.906206","POINT (-73.906206 40.66137)"
"312200895","09/01/2025","17:35:00","BROOKLYN","OUTSIDE","71","0","STREET","(null)","N","(null)","(null)","(null)","25-44","F","BLACK","1,002,974","182,972","40.668883","-73.932505","POINT (-73.932505 40.668883)"
"300189409","01/28/2025","17:50:00","BROOKLYN","OUTSIDE","71","0","STREET","(null)","Y","(null)","(null)","(null)","18-24","M","BLACK","999,019","180,685","40.662613","-73.946765","POINT (-73.946765 40.662613)"
"310966077","08/10/2025","00:52:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","<18","M","WHITE HISPANIC","18-24","F","BLACK","1,015,965","246,113","40.842152","-73.885375","POINT (-73.885375 40.842152)"
"311757222","08/23/2025","19:27:00","BRONX","OUTSIDE","47","0","PLAYGROUND","(null)","Y","<18","M","BLACK","<18","F","BLACK","1,028,261","257,789","40.87413587","-73.84086067","POINT (-73.84086067 40.87413587)"
"305054141","04/20/2025","13:50:00","BRONX","OUTSIDE","40","2","HOUSING","MULTI DWELL - PUBLIC HOUS","Y","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1,005,945","235,372","40.812701","-73.921625","POINT (-73.921625 40.812701)"
"310352507","07/28/2025","05:58:00","BRONX","OUTSIDE","45","0","STREET","MULTI DWELL - APT BUILD","Y","18-24","M","BLACK","18-24","M","BLACK HISPANIC","1,028,867","236,931","40.816894","-73.838807","POINT (-73.838807 40.816894)"
"309415108","07/10/2025","20:54:00","MANHATTAN","OUTSIDE","25","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","WHITE HISPANIC","1,001,949","231,211","40.801288","-73.936073","POINT (-73.936073 40.801288)"
"305304921","04/24/2025","22:04:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,008,932","186,721","40.679158","-73.911012","POINT (-73.911012 40.679158)"
"306101739","05/08/2025","20:42:00","MANHATTAN","OUTSIDE","24","0","STREET","(null)","N","18-24","M","BLACK","45-64","F","WHITE","995,516","230,389","40.799044","-73.959308","POINT (-73.959308 40.799044)"
"300827432","02/08/2025","01:58:00","BRONX","OUTSIDE","49","0","DWELLING","MULTI DWELL - APT BUILD","Y","45-64","M","BLACK","45-64","M","BLACK","1,023,484","247,656","40.846355","-73.858191","POINT (-73.858191 40.846355)"
"309175595","07/06/2025","15:30:00","BRONX","OUTSIDE","42","0","STREET","(null)","Y","18-24","M","BLACK","18-24","M","WHITE HISPANIC","1,012,293","245,330","40.840013","-73.898651","POINT (-73.898651 40.840013)"
"310276531","07/27/2025","01:05:00","BROOKLYN","OUTSIDE","69","0","STREET","(null)","N","<18","M","BLACK","45-64","M","BLACK","1,014,066","175,710","40.64890978","-73.89255234","POINT (-73.89255234 40.64890978)"
"308510108","06/23/2025","01:57:00","BRONX","OUTSIDE","42","0","STREET","(null)","N","25-44","M","BLACK","18-24","M","BLACK HISPANIC","1,010,208","240,349","40.826351","-73.906207","POINT (-73.906207 40.826351)"
"305513706","04/29/2025","00:27:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","Y","(null)","(null)","(null)","<18","M","BLACK","1,000,242","171,647","40.637804","-73.942377","POINT (-73.942377 40.637804)"
"313097430","09/17/2025","23:20:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","1,008,221","243,318","40.834504","-73.913373","POINT (-73.913373 40.834504)"
"298756517","01/01/2025","05:15:00","BRONX","OUTSIDE","44","0","STREET","(null)","Y","45-64","M","BLACK","18-24","M","BLACK","1,009,255","244,278","40.83712653","-73.90963478","POINT (-73.90963478 40.83712653)"
"311756929","08/23/2025","17:26:00","BRONX","OUTSIDE","47","0","STREET","(null)","N","25-44","M","BLACK","18-24","M","BLACK","1,021,316","259,277","40.878261","-73.865964","POINT (-73.865964 40.878261)"
"309605579","07/14/2025","14:30:00","MANHATTAN","OUTSIDE","32","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","BLACK","25-44","M","BLACK","1,000,000","238,478","40.821238","-73.943094","POINT (-73.943094 40.821238)"
"311407432","08/18/2025","23:26:00","QUEENS","OUTSIDE","101","0","DWELLING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","25-44","M","BLACK","1,042,942","154,220","40.589791","-73.788678","POINT (-73.788678 40.589791)"
"301320655","02/18/2025","08:18:00","MANHATTAN","INSIDE","7","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","WHITE HISPANIC","45-64","M","BLACK","989,138","199,179","40.713385","-73.982369","POINT (-73.982369 40.713385)"
"301565780","02/23/2025","19:50:00","BRONX","OUTSIDE","49","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,020,860","251,009","40.855571","-73.86766","POINT (-73.86766 40.855571)"
"302818234","03/14/2025","16:24:00","MANHATTAN","OUTSIDE","32","0","STREET","(null)","N","18-24","M","BLACK","<18","M","BLACK","1,001,420","241,474","40.829459","-73.937956","POINT (-73.937956 40.829459)"
"307034263","05/26/2025","02:33:00","BROOKLYN","OUTSIDE","79","0","STREET","(null)","Y","(null)","(null)","(null)","18-24","M","BLACK","998,728","192,685","40.695549","-73.947788","POINT (-73.947788 40.695549)"
"313097430","09/17/2025","23:20:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","25-44","M","BLACK","1,008,221","243,318","40.834504","-73.913373","POINT (-73.913373 40.834504)"
"313324717","09/22/2025","21:53:00","BRONX","INSIDE","44","0","DWELLING","MULTI DWELL - APT BUILD","N","(null)","(null)","(null)","18-24","M","BLACK","1,007,763","240,605","40.827059","-73.91504","POINT (-73.91504 40.827059)"
"306616097","05/18/2025","06:04:00","BROOKLYN","OUTSIDE","88","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","992,137","191,261","40.69164048","-73.97155947","POINT (-73.97155947 40.69164048)"
"307386905","06/01/2025","16:10:00","MANHATTAN","OUTSIDE","7","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","988,082","200,814","40.717872","-73.986177","POINT (-73.986177 40.717872)"
"309026330","07/03/2025","01:25:00","BROOKLYN","OUTSIDE","84","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","45-64","M","BLACK","989,325","194,210","40.699746","-73.981699","POINT (-73.981699 40.699746)"
"306651416","05/18/2025","18:45:00","BRONX","OUTSIDE","46","0","STREET","(null)","N","18-24","M","BLACK","25-44","F","WHITE HISPANIC","1,013,673","252,644","40.860085","-73.89363","POINT (-73.89363 40.860085)"
"301806225","02/27/2025","15:55:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","<18","M","BLACK","18-24","M","BLACK","1,015,108","246,825","40.844108","-73.88847","POINT (-73.88847 40.844108)"
"301273671","02/18/2025","01:23:00","BROOKLYN","INSIDE","75","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","25-44","M","BLACK","25-44","M","BLACK","1,015,085","178,381","40.656246","-73.888868","POINT (-73.888868 40.656246)"
"313259953","09/21/2025","04:46:00","BROOKLYN","OUTSIDE","90","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK HISPANIC","998,306","196,769","40.706761","-73.949302","POINT (-73.949302 40.706761)"
"307299375","05/30/2025","12:42:00","BRONX","OUTSIDE","42","0","STREET","(null)","Y","<18","M","BLACK","18-24","M","BLACK","1,013,027","245,098","40.839376","-73.896001","POINT (-73.896001 40.839376)"
"312906066","09/14/2025","20:22:00","BRONX","OUTSIDE","40","0","STREET","(null)","N","<18","M","BLACK","25-44","F","BLACK HISPANIC","1,007,035","237,474","40.818468","-73.917681","POINT (-73.917681 40.818468)"
"308355727","06/19/2025","16:21:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,001,066","171,287","40.63680383","-73.93941133","POINT (-73.93941133 40.63680383)"
"310215605","07/25/2025","00:25:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,008,787","243,961","40.836266","-73.911328","POINT (-73.911328 40.836266)"
"303241624","03/19/2025","20:19:00","BRONX","OUTSIDE","43","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","25-44","M","BLACK","1,017,969","243,672","40.835443","-73.878147","POINT (-73.878147 40.835443)"
"304094455","04/02/2025","21:19:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","N","18-24","M","BLACK","18-24","M","BLACK","1,022,810","182,671","40.667992","-73.861001","POINT (-73.861001 40.667992)"
"312202110","09/01/2025","19:34:00","BRONX","OUTSIDE","49","0","STREET","(null)","N","<18","M","BLACK","18-24","M","BLACK","1,020,797","254,600","40.865427","-73.867866","POINT (-73.867866 40.865427)"
"311757222","08/23/2025","19:27:00","BRONX","OUTSIDE","47","0","PLAYGROUND","(null)","Y","<18","M","BLACK","25-44","M","BLACK","1,028,261","257,789","40.87413587","-73.84086067","POINT (-73.84086067 40.87413587)"
"303241625","03/19/2025","17:50:00","BROOKLYN","OUTSIDE","84","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","987,098","194,573","40.7007342","-73.98972871","POINT (-73.98972871 40.7007342)"
"312202111","09/01/2025","21:38:00","BROOKLYN","OUTSIDE","77","0","STREET","(null)","N","(null)","(null)","(null)","<18","M","BLACK","1,003,742","182,917","40.668731","-73.929736","POINT (-73.929736 40.668731)"
"303515770","03/23/2025","14:25:00","BROOKLYN","OUTSIDE","69","0","STREET","RESTAURANT/DINER","N","18-24","M","BLACK","18-24","M","BLACK","1,013,227","171,910","40.638492","-73.895592","POINT (-73.895592 40.638492)"
"301377739","02/19/2025","17:48:00","BRONX","OUTSIDE","44","0","STREET","(null)","N","(null)","(null)","(null)","18-24","M","BLACK HISPANIC","1,007,784","240,375","40.826428","-73.914965","POINT (-73.914965 40.826428)"
"306501157","05/15/2025","16:47:00","QUEENS","OUTSIDE","110","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","<18","M","WHITE HISPANIC","1,025,345","208,789","40.739667","-73.851703","POINT (-73.851703 40.739667)"
"305637547","04/30/2025","22:00:00","BROOKLYN","OUTSIDE","73","0","STREET","(null)","N","25-44","M","BLACK","18-24","M","BLACK","1,008,608","178,434","40.656413","-73.912211","POINT (-73.912211 40.656413)"
"309026329","07/03/2025","06:30:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","Y","25-44","M","BLACK","25-44","M","BLACK","1,009,158","176,916","40.652245","-73.910234","POINT (-73.910234 40.652245)"
"305128574","04/22/2025","04:11:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","997,992","176,370","40.65077","-73.950476","POINT (-73.950476 40.65077)"
"309107260","07/05/2025","00:10:00","BRONX","OUTSIDE","49","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","1,020,439","255,033","40.86660704","-73.86915907","POINT (-73.86915907 40.86660704)"
"308204996","06/17/2025","07:40:00","BRONX","OUTSIDE","40","0","STREET","(null)","Y","25-44","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1,009,226","235,898","40.814137","-73.909771","POINT (-73.909771 40.814137)"
"308763150","06/28/2025","03:53:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","18-24","M","BLACK","18-24","M","BLACK","1,006,699","179,366","40.65896644","-73.91908854","POINT (-73.91908854 40.65896644)"
"313583874","09/28/2025","10:45:00","BROOKLYN","OUTSIDE","69","0","STREET","(null)","N","25-44","M","BLACK","25-44","M","BLACK","1,016,255","168,574","40.629325","-73.884697","POINT (-73.884697 40.629325)"
"310276530","07/27/2025","00:12:00","BROOKLYN","INSIDE","81","0","TRANSIT","(null)","N","(null)","(null)","(null)","18-24","M","BLACK","1,008,293","186,453","40.678423","-73.913317","POINT (-73.913317 40.678423)"
"309710232","07/16/2025","00:08:00","BRONX","OUTSIDE","48","0","STREET","(null)","N","<18","M","BLACK","18-24","M","BLACK","1,013,843","251,882","40.857993","-73.893022","POINT (-73.893022 40.857993)"
"311327863","08/17/2025","03:27:00","BROOKLYN","OUTSIDE","71","0","COMMERCIAL","BAR/NIGHT CLUB","Y","18-24","M","BLACK","18-24","M","BLACK","995,600","182,496","40.66759","-73.959087","POINT (-73.959087 40.66759)"
"312143982","08/30/2025","15:09:00","MANHATTAN","OUTSIDE","33","2","HOUSING","MULTI DWELL - APT BUILD","N","25-44","M","BLACK","25-44","M","BLACK","1,002,521","247,218","40.845223","-73.933961","POINT (-73.933961 40.845223)"
"301529588","02/22/2025","18:14:00","BRONX","OUTSIDE","47","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","25-44","M","BLACK","1,026,368","262,340","40.886646","-73.847675","POINT (-73.847675 40.886646)"
"313356141","09/23/2025","16:29:00","BROOKLYN","INSIDE","60","0","STREET","CHAIN STORE","N","(null)","(null)","(null)","25-44","M","BLACK","988,627","149,378","40.576693","-73.984244","POINT (-73.984244 40.576693)"
"311661547","08/22/2025","19:05:00","BROOKLYN","OUTSIDE","67","0","STREET","(null)","N","25-44","M","BLACK","45-64","F","BLACK","1,003,592","176,432","40.65093","-73.930295","POINT (-73.930295 40.65093)"
"309112262","07/05/2025","03:00:00","BRONX","OUTSIDE","43","0","STREET","(null)","N","18-24","M","BLACK","18-24","M","WHITE HISPANIC","1,018,826","241,463","40.829377","-73.875059","POINT (-73.875059 40.829377)"
"313381512","09/22/2025","23:20:00","BROOKLYN","OUTSIDE","69","0","STREET","(null)","N","25-44","M","BLACK","<18","M","BLACK","1,013,930","173,020","40.641536","-73.893052","POINT (-73.893052 40.641536)"
"300364619","01/31/2025","22:47:00","BROOKLYN","OUTSIDE","62","0","STREET","(null)","N","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","988,574","161,577","40.610175","-73.984427","POINT (-73.984427 40.610175)"
"304768635","04/15/2025","02:00:00","BROOKLYN","INSIDE","79","0","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","18-24","M","BLACK","998,273","193,028","40.696493","-73.949429","POINT (-73.949429 40.696493)"
"308312285","06/18/2025","16:40:00","QUEENS","OUTSIDE","101","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","(null)","(null)","(null)","<18","M","BLACK","1,044,820","156,440","40.59587","-73.781896","POINT (-73.781896 40.59587)"
"312380154","09/04/2025","14:40:00","BROOKLYN","OUTSIDE","75","0","STREET","(null)","Y","45-64","M","BLACK","18-24","M","BLACK","1,019,950","184,443","40.67285815","-73.87130201","POINT (-73.87130201 40.67285815)"
"309112259","07/05/2025","01:31:00","BROOKLYN","OUTSIDE","70","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","994,575","177,427","40.653675","-73.962788","POINT (-73.962788 40.653675)"
"298756519","01/01/2025","23:18:00","QUEENS","OUTSIDE","103","0","COMMERCIAL","BAR/NIGHT CLUB","N","(null)","(null)","(null)","<18","M","BLACK","1,036,944","194,475","40.700318","-73.809959","POINT (-73.809959 40.700318)"
"311380346","08/18/2025","01:41:00","BROOKLYN","OUTSIDE","81","0","STREET","(null)","N","(null)","(null)","(null)","25-44","M","BLACK","1,002,599","188,627","40.684406","-73.93384","POINT (-73.93384 40.684406)"
"309359261","07/09/2025","23:25:00","BRONX","OUTSIDE","50","2","HOUSING","MULTI DWELL - PUBLIC HOUS","N","18-24","M","WHITE HISPANIC","25-44","M","BLACK","1,010,207","258,108","40.875092","-73.906142","POINT (-73.906142 40.875092)"
